0 1.2728497785369211E-003
1 1.0568007909252234E-003
2 8.5168633881725088E-004
3 8.3020211088326995E-004
4 6.6205277033004866E-004
5 7.0015986285580211E-004
6 7.1245489039300396E-004
7 8.0805607563716128E-004
8 8.0213276026709645E-004
9 9.2759450082652642E-004
10 1.0752807964288895E-003
11 1.2532011157478716E-003
12 1.2849313955590679E-003
13 1.7580390810284239E-003
14 2.2980167938136363E-003
15 2.9012000133185833E-003
16 3.4345593174134803E-003
17 3.0083528806983477E-003
18 2.3676509567303705E-003
19 8.5975513400998998E-004
20 7.9426717449457274E-005
21 1.1206399194963825E-005
22 5.6031995974819127E-006
23 0.0000000000000000
24 0.0000000000000000
25 0.0000000000000000
26 0.0000000000000000
27 0.0000000000000000
28 0.0000000000000000
29 0.0000000000000000
30 0.0000000000000000
31 0.0000000000000000
32 0.0000000000000000
33 0.0000000000000000
34 0.0000000000000000
35 0.0000000000000000
36 0.0000000000000000
37 0.0000000000000000
38 0.0000000000000000
39 0.0000000000000000
40 0.0000000000000000
41 0.0000000000000000
42 0.0000000000000000
43 0.0000000000000000
44 0.0000000000000000
45 0.0000000000000000
46 0.0000000000000000
47 0.0000000000000000
