0 4.9965866745723137E-003
1 4.8805974646893751E-003
2 4.6890457241719153E-003
3 4.5081960554372415E-003
4 4.1410658857219049E-003
5 3.8356324129135244E-003
6 3.3980343824593809E-003
7 3.0275335828882349E-003
8 2.8525154233379293E-003
9 2.6346419639090269E-003
10 2.1868005265654007E-003
11 1.9725780942704712E-003
12 1.7668263181036072E-003
13 1.6873818611415974E-003
14 1.4956280841808946E-003
15 1.2927681625509180E-003
16 1.1973981943799216E-003
17 1.0799942044855148E-003
18 9.5533569797937620E-004
19 8.0866863655198996E-004
20 6.7845705771121465E-004
21 5.5996282679161055E-004
22 4.5924352070327663E-004
23 3.7878522312255659E-004
24 3.4861017817951624E-004
25 3.0514850651680754E-004
26 3.0164858222175362E-004
27 2.0777632391055312E-004
28 1.8536030015470681E-004
29 1.5305570676559649E-004
30 1.4740076722231010E-004
31 9.2705616879515813E-005
32 7.2521008778389181E-005
33 7.3814984220885871E-005
34 6.2530571936475501E-005
35 4.0190948587116422E-005
36 4.2473297846160900E-005
37 2.4571039004078747E-005
38 1.7851325237757339E-005
39 2.3506264781043731E-005
40 6.6942469641590015E-006
41 4.4628313094393346E-006
42 2.2314156547196673E-006
43 1.1157078273598337E-006
44 1.1157078273598337E-006
45 0.0000000000000000
46 0.0000000000000000
47 0.0000000000000000
