0 2.5936470412517088E-003
1 2.5945753412434415E-003
2 2.5676844475611567E-003
3 2.7444010679234855E-003
4 2.5226949350770720E-003
5 2.5350817539172921E-003
6 2.4231285948175018E-003
7 2.5023003936555537E-003
8 2.3568677370216277E-003
9 2.3123788727684239E-003
10 2.4026614607912272E-003
11 2.5155984568901134E-003
12 2.4706138218746165E-003
13 2.4106975348121913E-003
14 1.9785398805526504E-003
15 2.2067294543564701E-003
16 2.0570721609358650E-003
17 1.8769494181688508E-003
18 1.7841591153883315E-003
19 1.5467845338685024E-003
20 1.5140156810448519E-003
21 1.5266480739085711E-003
22 1.2923387073686477E-003
23 1.1340046098764246E-003
24 1.0195296876757320E-003
25 8.7891772401663419E-004
26 8.5929669380532358E-004
27 8.7318277939325958E-004
28 6.3416738295683274E-004
29 6.3175914589442964E-004
30 6.0027501517958550E-004
31 4.7202639638962952E-004
32 3.8916805675405313E-004
33 3.1000535423461053E-004
34 3.6048651139822241E-004
35 3.0771478750473926E-004
36 2.0203547674802201E-004
37 1.8636247991530170E-004
38 1.2428466685379902E-004
39 1.2658205582262750E-004
40 6.0800646366207764E-005
41 5.0605649735100819E-005
42 4.2449960611234857E-005
43 2.1926378458922458E-005
44 2.5497523003567236E-005
45 1.1469889246749432E-006
46 0.0000000000000000
47 0.0000000000000000
