0 3.8914853811774673E-003
1 4.0374566011214192E-003
2 4.0361142185797658E-003
3 4.0985673037227076E-003
4 4.0652221150294238E-003
5 4.0781446905052369E-003
6 3.6653637156086436E-003
7 3.4637192244929066E-003
8 3.2827019176634195E-003
9 3.1183297004322950E-003
10 2.6559307924335688E-003
11 2.3937593981483282E-003
12 2.2895117619307127E-003
13 2.0198137349824218E-003
14 1.7645863012768104E-003
15 1.6600627547910497E-003
16 1.4368129683231378E-003
17 1.3008439465799963E-003
18 1.1794467078615248E-003
19 9.9398972922443065E-004
20 1.0512893669197979E-003
21 9.4775187882988868E-004
22 8.7481285848798002E-004
23 7.2906585816877876E-004
24 6.8880662267042036E-004
25 5.7543364634399902E-004
26 5.3381707141671110E-004
27 5.0253830612362912E-004
28 3.9950313943141363E-004
29 3.8618531454888427E-004
30 2.7749913387202480E-004
31 1.9016887000865824E-004
32 1.7788078364351889E-004
33 1.3313131304252236E-004
34 1.6232876124005509E-004
35 8.8381842441525834E-005
36 7.0464582152511779E-005
37 6.3783829650477790E-005
38 4.1420014380364182E-005
39 3.9163976798660448E-005
40 2.3524594152119435E-005
41 7.8415313840398111E-006
42 8.9367900837377228E-006
43 5.5854938023360776E-006
44 3.3731363421709502E-006
45 0.0000000000000000
46 0.0000000000000000
47 0.0000000000000000
