0 1.8773498399081759E-003
1 1.5380590662025524E-003
2 1.3378428507834772E-003
3 1.0591164666536087E-003
4 1.1894807060172548E-003
5 1.2619594023956006E-003
6 1.2270096138123816E-003
7 1.1863903369434244E-003
8 1.2416072205238807E-003
9 1.3271123129073692E-003
10 1.3901497283152586E-003
11 1.5442454910221807E-003
12 1.8325109482659747E-003
13 1.9939382327972110E-003
14 1.9934015970401982E-003
15 2.3839043176624932E-003
16 2.6428418242120276E-003
17 2.8314764830622819E-003
18 3.4611532185488663E-003
19 3.8981936256815421E-003
20 4.7114770028730303E-003
21 5.3265605603236852E-003
22 5.6620013498527039E-003
23 5.8516705610999970E-003
24 6.2087578481254454E-003
25 6.4042444815486368E-003
26 5.5502770924326260E-003
27 4.9586583011434404E-003
28 4.4097602692759362E-003
29 3.5282946207604096E-003
30 3.0044948341092707E-003
31 2.5195906524834630E-003
32 2.1458175622204988E-003
33 1.6495515608543861E-003
34 1.4002890353692096E-003
35 1.1334643020587147E-003
36 7.4287518727976943E-004
37 5.8474213270272172E-004
38 4.6783168568517188E-004
39 3.3552023901730401E-004
40 3.3103710957949983E-004
41 2.1363636991954805E-004
42 9.8684552835924099E-005
43 6.5050665049844929E-005
44 5.6140308521549320E-005
45 2.1366429645031932E-005
46 1.1190338709172048E-006
47 0.0000000000000000
