0 1.7716478028059436E-003
1 1.7505592485467518E-003
2 1.7838905247772054E-003
3 1.7285393586880821E-003
4 1.5370832026452112E-003
5 1.5401748341154879E-003
6 1.6550626896891219E-003
7 1.5012698489502839E-003
8 1.5996765999403725E-003
9 1.5307802074405901E-003
10 1.4852168590347233E-003
11 1.5176646577933477E-003
12 1.4795868518892596E-003
13 1.5157691976881583E-003
14 1.5019184881862723E-003
15 1.3982963705695571E-003
16 1.3304904310010685E-003
17 1.1284979731899316E-003
18 1.1199155644909607E-003
19 1.0212290164500737E-003
20 9.4487566680163146E-004
21 8.6242198591869189E-004
22 8.1892325010516210E-004
23 8.2462107775271160E-004
24 7.8672948739751775E-004
25 6.7137130773485033E-004
26 6.6285092091258359E-004
27 5.7248350790048950E-004
28 5.6812875705856362E-004
29 5.0869050024642416E-004
30 4.8638447503044832E-004
31 4.7282569951125026E-004
32 3.9819514352764214E-004
33 2.9028029694570502E-004
34 3.1704381716531863E-004
35 2.3243632863686906E-004
36 2.1938428800237139E-004
37 1.1709169808274067E-004
38 9.9886158399791072E-005
39 8.8163645462378170E-005
40 4.3043447969076108E-005
41 5.5488908869852196E-005
42 4.4297329721526923E-005
43 2.3243774081351905E-005
44 8.2163159076902054E-006
45 1.1646866992778941E-006
46 0.0000000000000000
47 0.0000000000000000
