0 1.4394649491140646E-003
1 1.5618997581512189E-003
2 1.6539737563226293E-003
3 1.4782768365971335E-003
4 1.5169732238701681E-003
5 1.5706055238714047E-003
6 1.5891173237182394E-003
7 1.5305801608948152E-003
8 1.5347787797206510E-003
9 1.5178481836684147E-003
10 1.5441720227780313E-003
11 1.5363205312308597E-003
12 1.4888587823737595E-003
13 1.5301599054620436E-003
14 1.4386366567468191E-003
15 1.3736045860227727E-003
16 1.2933994496209117E-003
17 1.2620246364785203E-003
18 1.2008951242269842E-003
19 1.2375649866695232E-003
20 1.2902370420317145E-003
21 1.1348695904370972E-003
22 9.7412057419562484E-004
23 1.0173078027156692E-003
24 8.8856148108990246E-004
25 8.7712102757679460E-004
26 8.3067534637684248E-004
27 6.3948169267721313E-004
28 6.6394011198030168E-004
29 4.8597451112301302E-004
30 5.3456590888122037E-004
31 5.1550281753245811E-004
32 4.1540100123405298E-004
33 3.7970091317456273E-004
34 2.5666597702151306E-004
35 2.6338727762183548E-004
36 2.7010734771624925E-004
37 1.6269525958285494E-004
38 1.1371121433486966E-004
39 1.2917664884828375E-004
40 9.7045379175239279E-005
41 5.2659522560628868E-005
42 4.4778504104388248E-005
43 2.8231172212351351E-005
44 2.3583459504841682E-006
45 3.5375189257262523E-006
46 0.0000000000000000
47 0.0000000000000000
