0 3.0085715985277701E-003
1 3.0000750094014814E-003
2 2.9273931188256081E-003
3 3.1602012669705278E-003
4 3.3180309449204171E-003
5 3.2837194559667553E-003
6 3.3054728326120894E-003
7 3.3925192019995639E-003
8 3.3807077918973170E-003
9 3.4315877409347665E-003
10 3.1351223195811803E-003
11 3.5258664115370474E-003
12 3.3445300077957090E-003
13 3.1959904962923012E-003
14 3.1386491343815288E-003
15 3.0223201719236392E-003
16 3.2532486265961667E-003
17 2.9415748563958195E-003
18 2.5031877023658903E-003
19 2.1772213592521658E-003
20 2.0433929965878775E-003
21 1.8269492228101809E-003
22 1.7500509022123209E-003
23 1.4882923188617053E-003
24 1.3063478036837582E-003
25 1.2793172188808924E-003
26 1.1094435206414203E-003
27 1.0052636924529187E-003
28 8.4420737745287324E-004
29 7.0820647573320052E-004
30 6.6711535226366759E-004
31 5.7606654320855948E-004
32 4.8330077954303319E-004
33 4.2916858673068759E-004
34 3.5255700751567323E-004
35 2.8608910071200450E-004
36 2.1645160579972114E-004
37 2.0204232448977214E-004
38 1.5319520989988405E-004
39 1.1733269165189326E-004
40 7.8845543590208919E-005
41 7.0286377262857548E-005
42 3.0403068703892239E-005
43 2.4999516220083121E-005
44 2.2479386402668752E-006
45 1.1239693201334376E-006
46 0.0000000000000000
47 0.0000000000000000
