0 2.1964736252662546E-003
1 2.2868752897203847E-003
2 2.3383793385848583E-003
3 2.4252068319095561E-003
4 2.5677640384054266E-003
5 2.6217064985487207E-003
6 2.6452686904721891E-003
7 2.5548765960094638E-003
8 2.7797756333339499E-003
9 3.0036330557820503E-003
10 2.8913985442823075E-003
11 2.7205052823220778E-003
12 2.9164374470103767E-003
13 2.8337445114799483E-003
14 3.0086697071440229E-003
15 2.8982294778619601E-003
16 2.8970726304419487E-003
17 3.0114331400482772E-003
18 3.0251405557344983E-003
19 3.0280772920662632E-003
20 2.8272861911940628E-003
21 2.9538266989142499E-003
22 2.9268300293624912E-003
23 2.8325674521191132E-003
24 2.7579296896335440E-003
25 2.3982592134111250E-003
26 2.0108390748279255E-003
27 1.7082214334344023E-003
28 1.4049686492147210E-003
29 1.2480131819317297E-003
30 9.6099341709915084E-004
31 9.5461949960362570E-004
32 8.0351869992768095E-004
33 5.9049910004913843E-004
34 5.7340234369758524E-004
35 3.7047771786880810E-004
36 2.6266908976617061E-004
37 2.3415939594797439E-004
38 1.6103465772884329E-004
39 1.1678993465016448E-004
40 1.2046510775116207E-004
41 7.7670677474379296E-005
42 5.2259084814910129E-005
43 6.5110376482899792E-005
44 2.3186712360367629E-005
45 4.6277246063690170E-006
46 0.0000000000000000
47 0.0000000000000000
