0 2.8689272150368168E-003
1 2.1247693569504513E-003
2 2.0298639008299972E-003
3 1.7691910167123384E-003
4 1.7821322496849948E-003
5 1.6511533123615176E-003
6 1.8295412217553438E-003
7 1.6876382502573949E-003
8 1.9755852961071897E-003
9 2.3332081472613219E-003
10 2.7209709004585754E-003
11 3.4987144325822933E-003
12 4.5083930812016273E-003
13 5.0130056254915501E-003
14 6.1235811267639703E-003
15 6.1073979670207522E-003
16 5.0401053010380049E-003
17 3.0614480996019673E-003
18 1.2818204678712252E-003
19 6.4284740379065152E-004
20 3.9724029250481403E-004
21 2.0925555496186988E-004
22 1.2518088468525926E-004
23 3.3485816012981973E-005
24 6.6918279397200134E-006
25 0.0000000000000000
26 0.0000000000000000
27 0.0000000000000000
28 0.0000000000000000
29 0.0000000000000000
30 0.0000000000000000
31 0.0000000000000000
32 0.0000000000000000
33 0.0000000000000000
34 0.0000000000000000
35 0.0000000000000000
36 0.0000000000000000
37 0.0000000000000000
38 0.0000000000000000
39 0.0000000000000000
40 0.0000000000000000
41 0.0000000000000000
42 0.0000000000000000
43 0.0000000000000000
44 0.0000000000000000
45 0.0000000000000000
46 0.0000000000000000
47 0.0000000000000000
