0 3.2542119813148752E-003
1 3.3005047824920552E-003
2 3.4900747569940492E-003
3 3.3849590071871509E-003
4 3.4388388134147054E-003
5 3.3125071401892163E-003
6 3.2033488846755481E-003
7 3.2461267401030017E-003
8 3.2559439437147620E-003
9 3.2119159817207703E-003
10 3.1948135549143123E-003
11 3.1817319244501568E-003
12 3.1559229461909006E-003
13 2.9909649321380586E-003
14 2.9188732106211410E-003
15 2.8765248980546390E-003
16 2.5746707617164376E-003
17 2.4484467756145391E-003
18 2.1242192676036850E-003
19 1.9104965872010523E-003
20 1.8208441182068858E-003
21 1.6044747437755805E-003
22 1.4142444354623214E-003
23 1.3344112676336936E-003
24 1.1864963409268935E-003
25 1.0355302640611013E-003
26 8.9090904604488519E-004
27 8.9994281201865797E-004
28 7.1891407204721603E-004
29 6.2639328407321422E-004
30 5.5604381267403743E-004
31 4.8743907683839870E-004
32 4.7918587516479732E-004
33 4.1647397016927808E-004
34 2.7953330743628118E-004
35 2.5881869356804367E-004
36 2.0470433113199189E-004
37 1.3799290930926507E-004
38 1.2906395712126661E-004
39 1.0322453334776495E-004
40 8.4930405557462560E-005
41 5.4234980816977308E-005
42 5.0131971973735782E-005
43 2.8651434724421158E-005
44 9.0341538657917747E-006
45 3.3972007066177467E-006
46 0.0000000000000000
47 0.0000000000000000
