0 2.4968925029425449E-003
1 1.7219969643033658E-003
2 1.3192017242824139E-003
3 1.1827344114590450E-003
4 1.1619186005309332E-003
5 1.0660002551118393E-003
6 1.1180608341054368E-003
7 9.6991292231851883E-004
8 1.0726423845188906E-003
9 1.1105501592599406E-003
10 9.3408167289470634E-004
11 1.3160195222949407E-003
12 1.3149539161709891E-003
13 1.3260721675827447E-003
14 1.6522010595095989E-003
15 1.6874632889928795E-003
16 2.0138405614336537E-003
17 2.4398399597880555E-003
18 2.9683302426597134E-003
19 3.6991908459641102E-003
20 4.6468301505104793E-003
21 5.4924705798296220E-003
22 6.4795922601640233E-003
23 7.0817882184974227E-003
24 7.6090482604654480E-003
25 7.4927227173628734E-003
26 6.5623382161481888E-003
27 4.9812515755091923E-003
28 3.4895564986338577E-003
29 1.7511485711074527E-003
30 1.0817139800648530E-003
31 5.8976030372709495E-004
32 3.0477671126288142E-004
33 1.3877795107975453E-004
34 8.2825984048081092E-005
35 2.5705359731023858E-005
36 8.9224372529600173E-006
37 0.0000000000000000
38 0.0000000000000000
39 0.0000000000000000
40 0.0000000000000000
41 0.0000000000000000
42 0.0000000000000000
43 0.0000000000000000
44 0.0000000000000000
45 0.0000000000000000
46 0.0000000000000000
47 0.0000000000000000
