2.171066552400588989e-01,1.282822489738464355e-01,-1.525432169437408447e-01,5.543645024299621582e-01,-3.391582071781158447e-01,1.802361011505126953e-01,6.314873099327087402e-01,1.885923892259597778e-01,2.471543550491333008e-01,-4.486590251326560974e-02,-1.336620897054672241e-01,-2.163364142179489136e-01,-1.545905023813247681e-01,-2.508281171321868896e-01,-3.671593070030212402e-01,3.276901543140411377e-01,-3.953407704830169678e-02,-2.256747931241989136e-01,-1.139575839042663574e-01,-4.654201865196228027e-01,8.196498453617095947e-02,-4.007935822010040283e-01
3.976446688175201416e-01,-3.298228085041046143e-01,-4.007908515632152557e-03,-1.100929677486419678e-01,2.978457212448120117e-01,-5.229146406054496765e-02,-7.592850923538208008e-02,1.764516532421112061e-01,-1.051887720823287964e-01,-3.777058124542236328e-01,1.799031496047973633e-01,-1.696705371141433716e-01,-1.008237898349761963e-01,1.756514795124530792e-02,-2.690059840679168701e-01,3.436394631862640381e-01,-5.172913074493408203e-01,2.574967443943023682e-01,3.470921888947486877e-02,-4.029208794236183167e-02,5.772274136543273926e-01,-2.101980298757553101e-01
2.500075399875640869e-01,-3.272663950920104980e-01,-2.179957628250122070e-01,-3.014685399830341339e-02,-1.298214942216873169e-01,3.316882252693176270e-01,3.734303712844848633e-01,-7.422468066215515137e-01,-3.829876184463500977e-01,-2.044939994812011719e-01,3.028166592121124268e-01,1.371703296899795532e-01,-4.848681390285491943e-01,3.810996711254119873e-01,-3.220384120941162109e-01,-3.508567810058593750e-01,-3.880615234375000000e-01,-3.498884737491607666e-01,-4.372002482414245605e-01,2.289218157529830933e-01,1.346866637468338013e-01,9.574934095144271851e-02
4.078620374202728271e-01,3.815588057041168213e-01,-1.608211696147918701e-01,4.655338823795318604e-01,-5.192486196756362915e-02,5.575639009475708008e-01,4.345943927764892578e-01,2.638114094734191895e-01,-1.931088417768478394e-01,-6.336865425109863281e-01,-4.629094004631042480e-01,-6.563336849212646484e-01,-2.764402329921722412e-01,-4.255738556385040283e-01,5.570504069328308105e-01,4.083839356899261475e-01,-3.523395061492919922e-01,9.402012825012207031e-02,-7.675105333328247070e-01,4.195268750190734863e-01,-3.166603744029998779e-01,4.864271357655525208e-02
2.078431695699691772e-01,-2.608188688755035400e-01,4.581448808312416077e-02,2.718183696269989014e-01,1.058405861258506775e-01,3.391463160514831543e-01,-2.319030612707138062e-01,-3.706734180450439453e-01,7.116229087114334106e-02,-4.089123010635375977e-01,1.509737223386764526e-01,-2.551072239875793457e-01,-9.985414892435073853e-02,-3.066759705543518066e-01,-2.081812620162963867e-01,5.387456417083740234e-01,-3.312672674655914307e-01,-4.485597461462020874e-02,-2.952808737754821777e-01,-3.807047903537750244e-01,2.873994708061218262e-01,6.376290693879127502e-04
-2.921749651432037354e-01,-3.827051520347595215e-01,-2.867419123649597168e-01,4.395897388458251953e-01,-1.374872326850891113e-01,5.663942545652389526e-02,4.201175272464752197e-01,5.258280411362648010e-02,3.059802651405334473e-01,2.889062464237213135e-01,-1.628469824790954590e-01,1.132443472743034363e-01,3.484238982200622559e-01,-4.025465548038482666e-01,-1.553091257810592651e-01,1.088076457381248474e-01,-4.729806482791900635e-01,-1.608597487211227417e-01,-2.297074198722839355e-01,9.598317742347717285e-02,3.007104098796844482e-01,2.959410846233367920e-01
3.464578688144683838e-01,2.987843751907348633e-01,4.534651935100555420e-01,-1.729315519332885742e-01,-9.355785325169563293e-03,-4.684516042470932007e-02,-2.288307696580886841e-01,2.539880275726318359e-01,4.216915369033813477e-01,1.752619892358779907e-01,1.772057265043258667e-01,2.074928432703018188e-01,3.456682562828063965e-01,1.930182129144668579e-01,4.778875503689050674e-03,-4.131802916526794434e-01,-3.521097898483276367e-01,1.219788044691085815e-01,4.093589186668395996e-01,-3.576379716396331787e-01,6.374198198318481445e-01,3.602886497974395752e-01
3.484617471694946289e-01,2.586362361907958984e-01,-5.733969211578369141e-01,2.931798398494720459e-01,-4.293463528156280518e-01,2.563037574291229248e-01,-6.555256433784961700e-03,-6.400779485702514648e-01,-4.786807596683502197e-01,1.469998806715011597e-01,2.358948290348052979e-01,3.874204307794570923e-02,-4.652775079011917114e-02,-2.196006327867507935e-01,-1.275989264249801636e-01,2.962477505207061768e-01,5.496929585933685303e-02,3.297777771949768066e-01,-2.781849913299083710e-02,2.218129783868789673e-01,1.221597418189048767e-01,2.746954560279846191e-01
-2.202269434928894043e-02,6.115828156471252441e-01,8.776107430458068848e-02,-2.651333250105381012e-02,2.640740275382995605e-01,1.396951228380203247e-01,-1.464363485574722290e-01,4.558637738227844238e-01,4.482164382934570312e-01,1.086612939834594727e-01,3.881431221961975098e-01,-2.083041518926620483e-01,1.066958159208297729e-01,4.826241135597229004e-01,2.880934178829193115e-01,-2.188545912504196167e-01,4.829967916011810303e-01,-8.636013418436050415e-02,1.886370219290256500e-02,2.514701783657073975e-01,-3.642742633819580078e-01,-4.407869577407836914e-01
1.189799457788467407e-01,-1.439505815505981445e-01,-2.521911561489105225e-01,2.140533477067947388e-01,-1.703587472438812256e-01,1.750949919223785400e-01,3.095234036445617676e-01,1.281361430883407593e-01,-5.010137706995010376e-02,-2.613392472267150879e-01,-2.347631147131323814e-03,2.584886550903320312e-01,2.949305176734924316e-01,-1.349387876689434052e-02,3.811914026737213135e-01,2.415998838841915131e-02,3.695796802639961243e-02,-1.531692501157522202e-02,7.630332559347152710e-02,-4.605938121676445007e-02,4.161378741264343262e-01,-4.206897914409637451e-01
1.750082522630691528e-01,-4.593798518180847168e-01,9.472891688346862793e-03,4.394258931279182434e-02,-9.933530539274215698e-02,4.621345177292823792e-02,3.648633137345314026e-02,-7.175483554601669312e-02,-3.517108270898461342e-03,-2.770083248615264893e-01,1.641370654106140137e-01,-1.815387979149818420e-02,-1.504141986370086670e-01,-6.380137056112289429e-02,-1.324025243520736694e-01,3.934728726744651794e-02,-3.356038630008697510e-01,-4.324984848499298096e-01,2.251513600349426270e-01,-7.419672328978776932e-03,6.215978786349296570e-02,-1.051854968070983887e+00
